0.00000000E+00	6.71641791E+01	2.00000000E-02	
0.00000000E+00	1.64179105E+02	5.00000000E-02	
0.00000000E+00	2.68656716E+02	8.00000000E-02	
0.00000000E+00	3.05970149E+02	1.00000000E-01	
0.00000000E+00	4.25373134E+02	1.50000000E-01	
0.00000000E+00	5.52238806E+02	2.00000000E-01	
1.00000000E+01	8.20895522E+01	2.00000000E-02	
1.00000000E+01	2.31343284E+02	5.00000000E-02	
1.00000000E+01	3.28358209E+02	8.00000000E-02	
1.00000000E+01	4.02985075E+02	1.00000000E-01	
1.00000000E+01	5.74626866E+02	1.50000000E-01	
1.00000000E+01	7.23880597E+02	2.00000000E-01	
2.00000000E+01	1.11940298E+02	2.00000000E-02	
2.00000000E+01	2.68656716E+02	5.00000000E-02	
2.00000000E+01	4.25373134E+02	8.00000000E-02	
2.00000000E+01	5.29850746E+02	1.00000000E-01	
2.00000000E+01	7.23880597E+02	1.50000000E-01	
2.00000000E+01	9.32835821E+02	2.00000000E-01	
3.00000000E+01	1.41791045E+02	2.00000000E-02	
3.00000000E+01	3.28358209E+02	5.00000000E-02	
3.00000000E+01	5.29850746E+02	8.00000000E-02	
3.00000000E+01	6.34328358E+02	1.00000000E-01	
3.00000000E+01	9.32835821E+02	1.50000000E-01	
3.00000000E+01	1.14925373E+03	2.00000000E-01	
4.00000000E+01	1.64179105E+02	2.00000000E-02	
4.00000000E+01	4.02985075E+02	5.00000000E-02	
4.00000000E+01	6.34328358E+02	8.00000000E-02	
4.00000000E+01	7.83582090E+02	1.00000000E-01	
4.00000000E+01	1.11940299E+03	1.50000000E-01	
4.00000000E+01	1.41044776E+03	2.00000000E-01	
5.00000000E+01	1.86567164E+02	2.00000000E-02	
5.00000000E+01	4.85074627E+02	5.00000000E-02	
5.00000000E+01	7.61194030E+02	8.00000000E-02	
5.00000000E+01	9.32835821E+02	1.00000000E-01	
5.00000000E+01	1.36567164E+03	1.50000000E-01	
5.00000000E+01	1.69402985E+03	2.00000000E-01	
6.00000000E+01	2.31343284E+02	2.00000000E-02	
6.00000000E+01	5.74626866E+02	5.00000000E-02	
6.00000000E+01	8.95522388E+02	8.00000000E-02	
6.00000000E+01	1.09701492E+03	1.00000000E-01	
6.00000000E+01	1.58955224E+03	1.50000000E-01	
6.00000000E+01	2.03731343E+03	2.00000000E-01	
7.00000000E+01	2.68656716E+02	2.00000000E-02	
7.00000000E+01	6.64179105E+02	5.00000000E-02	
7.00000000E+01	1.04477612E+03	8.00000000E-02	
7.00000000E+01	1.28358209E+03	1.00000000E-01	
7.00000000E+01	1.85820896E+03	1.50000000E-01	
7.00000000E+01	2.38805970E+03	2.00000000E-01	
8.00000000E+01	3.05970149E+02	2.00000000E-02	
8.00000000E+01	7.61194030E+02	5.00000000E-02	
8.00000000E+01	1.19402985E+03	8.00000000E-02	
8.00000000E+01	1.48507463E+03	1.00000000E-01	
8.00000000E+01	2.14179104E+03	1.50000000E-01	
8.00000000E+01	2.77611940E+03	2.00000000E-01	
9.00000000E+01	3.50746269E+02	2.00000000E-02	
9.00000000E+01	8.73134328E+02	5.00000000E-02	
9.00000000E+01	1.36567164E+03	8.00000000E-02	
9.00000000E+01	1.69402985E+03	1.00000000E-01	
9.00000000E+01	2.46268657E+03	1.50000000E-01	
9.00000000E+01	3.17910448E+03	2.00000000E-01	
1.00000000E+02	4.02985075E+02	2.00000000E-02	
1.00000000E+02	9.77611940E+02	5.00000000E-02	
1.00000000E+02	1.55223881E+03	8.00000000E-02	
1.00000000E+02	1.91044776E+03	1.00000000E-01	
1.00000000E+02	2.80597015E+03	1.50000000E-01	
1.00000000E+02	3.63432836E+03	2.00000000E-01
