3.72000000E+00	0.00000000E+00	2.70120000E-02	
3.72080000E+00	1.00000000E-01	2.69710000E-02	
3.72100000E+00	2.00000000E-01	2.69280000E-02	
3.72090000E+00	3.00000000E-01	2.68840000E-02	
3.72070000E+00	4.00000000E-01	2.68400000E-02	
3.72050000E+00	5.00000000E-01	2.67940000E-02	
3.72020000E+00	6.00000000E-01	2.67470000E-02	
3.72010000E+00	7.00000000E-01	2.66990000E-02	
3.72040000E+00	8.00000000E-01	2.66510000E-02	
3.72000000E+00	9.00000000E-01	2.66010000E-02	
3.72000000E+00	1.00000000E+00	2.65500000E-02	
4.07000000E+00	0.00000000E+00	2.68170000E-02	
4.07090000E+00	1.00000000E-01	2.67760000E-02	
4.07090000E+00	2.00000000E-01	2.67340000E-02	
4.07090000E+00	3.00000000E-01	2.66920000E-02	
4.07070000E+00	4.00000000E-01	2.66480000E-02	
4.07050000E+00	5.00000000E-01	2.66030000E-02	
4.07020000E+00	6.00000000E-01	2.65570000E-02	
4.07010000E+00	7.00000000E-01	2.65100000E-02	
4.07040000E+00	8.00000000E-01	2.64630000E-02	
4.07000000E+00	9.00000000E-01	2.64140000E-02	
4.07000000E+00	1.00000000E+00	2.63640000E-02	
4.45000000E+00	0.00000000E+00	2.66200000E-02	
4.45070000E+00	1.00000000E-01	2.65800000E-02	
4.45080000E+00	2.00000000E-01	2.65390000E-02	
4.45090000E+00	3.00000000E-01	2.64980000E-02	
4.45060000E+00	4.00000000E-01	2.64550000E-02	
4.45050000E+00	5.00000000E-01	2.64110000E-02	
4.45030000E+00	6.00000000E-01	2.63660000E-02	
4.45010000E+00	7.00000000E-01	2.63200000E-02	
4.45040000E+00	8.00000000E-01	2.62730000E-02	
4.45000000E+00	9.00000000E-01	2.62260000E-02	
4.45000000E+00	1.00000000E+00	2.61770000E-02	
4.85000000E+00	0.00000000E+00	2.64280000E-02	
4.85070000E+00	1.00000000E-01	2.63890000E-02	
4.85090000E+00	2.00000000E-01	2.63490000E-02	
4.85090000E+00	3.00000000E-01	2.63080000E-02	
4.85080000E+00	4.00000000E-01	2.62660000E-02	
4.85050000E+00	5.00000000E-01	2.62230000E-02	
4.85020000E+00	6.00000000E-01	2.61790000E-02	
4.85010000E+00	7.00000000E-01	2.61350000E-02	
4.85040000E+00	8.00000000E-01	2.60890000E-02	
4.85000000E+00	9.00000000E-01	2.60420000E-02	
4.85000000E+00	1.00000000E+00	2.59940000E-02	
5.29000000E+00	0.00000000E+00	2.62330000E-02	
5.29070000E+00	1.00000000E-01	2.61940000E-02	
5.29090000E+00	2.00000000E-01	2.61550000E-02	
5.29090000E+00	3.00000000E-01	2.61150000E-02	
5.29070000E+00	4.00000000E-01	2.60740000E-02	
5.29050000E+00	5.00000000E-01	2.60320000E-02	
5.29020000E+00	6.00000000E-01	2.59890000E-02	
5.29010000E+00	7.00000000E-01	2.59450000E-02	
